,Unnamed: 0,Type Of Traveller,Seat Type,Route,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,reviews,stars,date,country,verified,Sentiment,Analysis
1113,1116,Family Leisure,Business Class,London to Johannesburg,4.0,5.0,4.0,4.0,4,1,london johannesburg smooth check via club world desk fast track security fast got lounge quickly lounge ok food little better staff seemed attentive able use spa nice shower fine queue flight left time first experience new club world catering seemed go well slept hour lie flat newer aircraft better older son say gap stool seat sometimes crew sector good fa serving area experienced showed csd seemed go motion arrival fine baggage first belt good flight,2,2019-01-28,United Kingdom,True,0.9657,Positive
1114,1117,Business,Business Class,London to Dublin,5.0,5.0,5.0,2.0,5,1,ba jan excellent short flight heathrow dublin club europe cabin crew warm efficient overall service excellent club europe catering excellent preordered glutenfree meal one standard passenger meal glutenfree bread main course beef ratatouille doco dessert pot best inflight meal ive short haul flight arrival dublin ground service swissport poor took time step meet aircraft even longer minute ground staff open door allow arriving passenger terminal,9,2019-01-28,Ireland,True,0.9571,Positive
1115,1118,Couple Leisure,Premium Economy,Bermuda to Gatwick,1.0,1.0,1.0,3.0,1,0,whatever happened world favourite airline returning bermuda gatwick presented wornout boeing seat table broken bit seat plastic hanging try balance seat tray knee dinner tray could kept flat didnt work tray ended floor drink food reported steward clearly upset complaint told ill put book apology attempt explain irritation food awful neither wife could finish also seemed incomplete cheese biscuit nothing go salad wife entertainment screen didnt work passenger next screen didnt work mine worked intermittently look liked something arc grid allowing touch sensitivity clearly visible believe gatwick updated cant come moment soon purchased premium economy ticket flight didnt get premium service initially going buy business ticket price ridiculous im glad didnt frustration ba grows every year fly,1,2019-01-28,United Kingdom,True,-0.411,Negative
1116,1119,Business,Business Class,Kuala Lumpur to Miami via London,2.0,2.0,1.0,2.0,3,0,kuala lumpur miami via london business class british airway business class seat small business class pretty old flight entertainment system outdated sure selection could better crew selection food choice limited mine par business class overall ba better top game plane changed,7,2019-01-26,Malaysia,True,0.9186,Positive
1117,1120,Solo Leisure,Economy Class,Zurich to Heathrow,1.0,4.0,2.7078152753108347,1.0,2,0,zurich heathrow last year started boarding flight group week two free beverage snack service disappeared final nail coffin pay choose seating decided ba anymore moved away ba issue maintain frequent flyer status two three separate airline last flight took ba use avios point literally flew free never use ba,6,2019-01-26,Switzerland,True,0.6486,Positive
1118,1121,Solo Leisure,Premium Economy,Miami to London,3.0,4.0,1.0,3.0,3,0,miami london breakfast served landing terrible terrible croissant cream cheese onion breakfast fruit bar wrapped cellophane hardly anyone ate waste,1,2019-01-25,United States,True,-0.8288,Negative
1119,1122,Solo Leisure,Economy Class,Copenhagen to Amsterdam via London Heathrow,5.0,5.0,2.7078152753108347,2.0,5,1,copenhagen amsterdam via london heathrow british airway problem check lot people run make flight attitude welcoming hospitality crew made forget enjoyed flight seat nice comfortable aircraft fresh second flight lhr am expectation first flight fulfilled captain knew passenger frequent flier made joke frequent flier would understand like taxi polderban almost long flight,6,2019-01-24,Sweden,True,0.9477,Positive
1120,1123,Couple Leisure,Premium Economy,Antigua to Gatwick,1.0,2.0,2.0,4.0,1,0,antigua gatwick apparently necessary pay extra get decent seat priority booking despite paid full cost world traveler plus checked soon online check available find seat u remained unbooked take seat front row seat seat storage narrow economy seat back row constantly bothered adjacent toilet loo side economy economy plus meant always queue people leaning u cabin pressure uncomfortably low overnight temperature stifling hot people got sleep breakfast hard cold half sandwich hurried cup tea coffee impossible get drink refreshment service round tatty seat cover broken foot rest malfunctioning entertainment broken table requiring u hold food drink knee asked help stewardess told u didnt screw driver fix thing old plane lot type issue,7,2019-01-23,United Kingdom,True,-0.8592,Negative
1121,1124,Solo Leisure,Economy Class,Bucharest to London Heathrow to Los Angeles,1.0,5.0,2.0,5.0,1,0,understand completely air rage sky company boac go way make travel experience stressful unpleasant humanly possible paid fly rt laxbuh yet want extra desirable seat understand checkin hour departure receive seat available assign worst seat available better case assigned middle seat adjacent aisle seat available assign baffling ground crew inflight staff excellent little oppressive business decision executive make everything come make every penny flying boac owed last flight bc inflight entertainment system inop cabin sit dark nothing twelvehour flight top seat little padding cushion plumpest sit seat longer normalsized adult agonising rack mustve course get compensation patronising know ever free ticket boac overpriced,4,2019-01-22,United States,True,-0.6785,Negative
1122,1125,Business,Business Class,London to Miami,1.0,2.0,1.0,3.0,1,0,london miami worst long haul business class annoying divider ridiculous fold footstool worn seat service nonexistent unless serving meal want snack drink get seat hunt cabin member dont ask need anything meal toilet dirty basic im gold member giving fly updated airline theyve crammed many business class seat possible expense comfort like theyre cheap,2,2019-01-21,United Kingdom,True,-0.7717,Negative
